# GO_ID	C0	C1	Gene	C3	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16
GO:0005509	UniProtKB	A0A024QZ42	PDCD6		GO_REF:0000002	IEA	InterPro:IPR002048	F	HCG1985580, isoform CRA_c	A0A024QZ42_HUMAN|PDCD6|hCG_1985580	protein	taxon:9606	20160409	InterPro		
GO:0035515	UniProtKB	F8WCB8	FTO		GO_REF:0000002	IEA	InterPro:IPR032868	F	Alpha-ketoglutarate-dependent dioxygenase FTO	F8WCB8_HUMAN|FTO	protein	taxon:9606	20160409	InterPro		
GO:0035516	UniProtKB	F8WCB8	FTO		GO_REF:0000002	IEA	InterPro:IPR032868	F	Alpha-ketoglutarate-dependent dioxygenase FTO	F8WCB8_HUMAN|FTO	protein	taxon:9606	20160409	InterPro		
GO:0035553	UniProtKB	F8WCB8	FTO		GO_REF:0000002	IEA	InterPro:IPR032868	P	Alpha-ketoglutarate-dependent dioxygenase FTO	F8WCB8_HUMAN|FTO	protein	taxon:9606	20160409	InterPro		
GO:0040014	UniProtKB	F8WCB8	FTO		GO_REF:0000002	IEA	InterPro:IPR032868	P	Alpha-ketoglutarate-dependent dioxygenase FTO	F8WCB8_HUMAN|FTO	protein	taxon:9606	20160409	InterPro		
GO:0042245	UniProtKB	F8WCB8	FTO		GO_REF:0000002	IEA	InterPro:IPR032868	P	Alpha-ketoglutarate-dependent dioxygenase FTO	F8WCB8_HUMAN|FTO	protein	taxon:9606	20160409	InterPro		
GO:0000155	UniProtKB	F8WCG6	KCNH8		GO_REF:0000002	IEA	InterPro:IPR000700	F	Potassium voltage-gated channel subfamily H member 8	F8WCG6_HUMAN|KCNH8	protein	taxon:9606	20160409	InterPro		
GO:0000160	UniProtKB	F8WCG6	KCNH8		GO_REF:0000002	IEA	InterPro:IPR000700	P	Potassium voltage-gated channel subfamily H member 8	F8WCG6_HUMAN|KCNH8	protein	taxon:9606	20160409	InterPro		
GO:0001806	UniProtKB	F8WCM8	EPHB6		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000110380	P	Ephrin type-B receptor 6	F8WCM8_HUMAN|EPHB6	protein	taxon:9606	20160409	Ensembl		
GO:0032092	UniProtKB	F8WCM8	EPHB6		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000110380	P	Ephrin type-B receptor 6	F8WCM8_HUMAN|EPHB6	protein	taxon:9606	20160409	Ensembl		
GO:0050798	UniProtKB	F8WCM8	EPHB6		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000110380	P	Ephrin type-B receptor 6	F8WCM8_HUMAN|EPHB6	protein	taxon:9606	20160409	Ensembl		
GO:2000525	UniProtKB	F8WCM8	EPHB6		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000110380	P	Ephrin type-B receptor 6	F8WCM8_HUMAN|EPHB6	protein	taxon:9606	20160409	Ensembl		
GO:0008534	UniProtKB	F8WCZ9	OGG1		GO_REF:0000002	IEA	InterPro:IPR012904	F	N-glycosylase/DNA lyase	F8WCZ9_HUMAN|OGG1	protein	taxon:9606	20160409	InterPro		
GO:0045446	UniProtKB	F8WDG9	BMPER		GO_REF:0000002	IEA	InterPro:IPR030120	P	BMP-binding endothelial regulator protein	F8WDG9_HUMAN|BMPER	protein	taxon:9606	20160409	InterPro		
GO:0016429	UniProtKB	F8WDR2	TRMT61B		GO_REF:0000002	IEA	InterPro:IPR014816	F	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial	F8WDR2_HUMAN|TRMT61B	protein	taxon:9606	20160409	InterPro		
GO:0030488	UniProtKB	F8WDR2	TRMT61B		GO_REF:0000002	IEA	InterPro:IPR014816	P	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial	F8WDR2_HUMAN|TRMT61B	protein	taxon:9606	20160409	InterPro		
GO:0031515	UniProtKB	F8WDR2	TRMT61B		GO_REF:0000002	IEA	InterPro:IPR014816	C	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial	F8WDR2_HUMAN|TRMT61B	protein	taxon:9606	20160409	InterPro		
GO:0009235	UniProtKB	F8WEC0	MMADHC		GO_REF:0000002	IEA	InterPro:IPR019362	P	Methylmalonic aciduria and homocystinuria type D protein, mitochondrial	F8WEC0_HUMAN|MMADHC	protein	taxon:9606	20160409	InterPro		
GO:0004615	UniProtKB	F8WFD5	PMM1		GO_REF:0000002	IEA	InterPro:IPR005002	F	Phosphomannomutase 1	F8WFD5_HUMAN|PMM1	protein	taxon:9606	20160409	InterPro		
GO:0002115	UniProtKB	G0XQ39	STIM1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000033289	P	STIM1L	G0XQ39_HUMAN|STIM1	protein	taxon:9606	20160409	Ensembl		
GO:0014902	UniProtKB	G0XQ39	STIM1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000033289	P	STIM1L	G0XQ39_HUMAN|STIM1	protein	taxon:9606	20160409	Ensembl		
GO:0022407	UniProtKB	G3V0E6	PODXL		GO_REF:0000002	IEA	InterPro:IPR017403	P	Podocalyxin	G3V0E6_HUMAN|PODXL|hCG_18687	protein	taxon:9606	20160409	InterPro		
GO:0000799	UniProtKB	G3V1A9	NCAPD3		GO_REF:0000002	IEA	InterPro:IPR012371	C	Condensin-2 complex subunit D3	G3V1A9_HUMAN|NCAPD3|hCAP-D3|hCG_37608	protein	taxon:9606	20160409	InterPro		
GO:0030213	UniProtKB	G3V1S7	HAS1		GO_REF:0000002	IEA	InterPro:IPR028385	P	Hyaluronan synthase 1	G3V1S7_HUMAN|HAS1|hCG_91965	protein	taxon:9606	20160409	InterPro		
GO:0050501	UniProtKB	G3V1S7	HAS1		GO_REF:0000002	IEA	InterPro:IPR028385	F	Hyaluronan synthase 1	G3V1S7_HUMAN|HAS1|hCG_91965	protein	taxon:9606	20160409	InterPro		
GO:0004067	UniProtKB	G3V1Y8	ASPG		GO_REF:0000002	IEA	InterPro:IPR006033	F	60 kDa lysophospholipase	G3V1Y8_HUMAN|ASPG|hCG_23215	protein	taxon:9606	20160409	InterPro		
GO:0004830	UniProtKB	G3V227	WARS		GO_REF:0000002	IEA	InterPro:IPR002306	F	Tryptophan--tRNA ligase, cytoplasmic	G3V227_HUMAN|WARS	protein	taxon:9606	20160409	InterPro		
GO:0006436	UniProtKB	G3V227	WARS		GO_REF:0000002	IEA	InterPro:IPR002306	P	Tryptophan--tRNA ligase, cytoplasmic	G3V227_HUMAN|WARS	protein	taxon:9606	20160409	InterPro		
GO:0004019	UniProtKB	G3V232	ADSSL1		GO_REF:0000002	IEA	InterPro:IPR001114	F	Adenylosuccinate synthetase isozyme 1	G3V232_HUMAN|ADSSL1	protein	taxon:9606	20160409	InterPro		
GO:0042462	UniProtKB	G3V236	RPGRIP1		GO_REF:0000002	IEA	InterPro:IPR031134	P	X-linked retinitis pigmentosa GTPase regulator-interacting protein 1	G3V236_HUMAN|RPGRIP1	protein	taxon:9606	20160409	InterPro		
GO:0045747	UniProtKB	G3V279	ERH		GO_REF:0000002	IEA	InterPro:IPR000781	P	Enhancer of rudimentary homolog	G3V279_HUMAN|ERH	protein	taxon:9606	20160409	InterPro		
GO:0043010	UniProtKB	G3V2C8	RAX		GO_REF:0000002	IEA	InterPro:IPR032967	P	Retinal homeobox protein Rx	G3V2C8_HUMAN|RAX	protein	taxon:9606	20160409	InterPro		
GO:0051764	UniProtKB	G3V2E8	ACTN1		GO_REF:0000002	IEA	InterPro:IPR026921	P	Alpha-actinin-1	G3V2E8_HUMAN|ACTN1	protein	taxon:9606	20160409	InterPro		
GO:0000170	UniProtKB	G3V2F9	DEGS2		GO_REF:0000002	IEA	InterPro:IPR031195	F	Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2	G3V2F9_HUMAN|DEGS2	protein	taxon:9606	20160409	InterPro		
GO:0006667	UniProtKB	G3V2F9	DEGS2		GO_REF:0000002	IEA	InterPro:IPR031195	P	Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2	G3V2F9_HUMAN|DEGS2	protein	taxon:9606	20160409	InterPro		
GO:0003756	UniProtKB	G3V2H0	ERO1A		GO_REF:0000002	IEA	InterPro:IPR007266	F	ERO1-like protein alpha	G3V2H0_HUMAN|ERO1A	protein	taxon:9606	20160409	InterPro		
GO:0016671	UniProtKB	G3V2H0	ERO1A		GO_REF:0000002	IEA	InterPro:IPR007266	F	ERO1-like protein alpha	G3V2H0_HUMAN|ERO1A	protein	taxon:9606	20160409	InterPro		
GO:0004372	UniProtKB	G3V2Y4	SHMT2		GO_REF:0000003	IEA	EC:2.1.2.1	F	Serine hydroxymethyltransferase	G3V2Y4_HUMAN|SHMT2	protein	taxon:9606	20160409	UniProt		
GO:0006544	UniProtKB	G3V2Y4	SHMT2		GO_REF:0000002	IEA	InterPro:IPR019798	P	Serine hydroxymethyltransferase	G3V2Y4_HUMAN|SHMT2	protein	taxon:9606	20160409	InterPro		
GO:0006563	UniProtKB	G3V2Y4	SHMT2		GO_REF:0000002	IEA	InterPro:IPR019798	P	Serine hydroxymethyltransferase	G3V2Y4_HUMAN|SHMT2	protein	taxon:9606	20160409	InterPro		
GO:0035999	UniProtKB	G3V2Y4	SHMT2		GO_REF:0000041	IEA	UniPathway:UPA00193	P	Serine hydroxymethyltransferase	G3V2Y4_HUMAN|SHMT2	protein	taxon:9606	20160409	UniProt		
GO:0032957	UniProtKB	G3V3C0	ITPK1		GO_REF:0000002	IEA	InterPro:IPR008656	P	Inositol-tetrakisphosphate 1-kinase	G3V3C0_HUMAN|ITPK1	protein	taxon:9606	20160409	InterPro		
GO:0047325	UniProtKB	G3V3C0	ITPK1		GO_REF:0000002	IEA	InterPro:IPR008656	F	Inositol-tetrakisphosphate 1-kinase	G3V3C0_HUMAN|ITPK1	protein	taxon:9606	20160409	InterPro		
GO:0052725	UniProtKB	G3V3C0	ITPK1		GO_REF:0000002	IEA	InterPro:IPR008656	F	Inositol-tetrakisphosphate 1-kinase	G3V3C0_HUMAN|ITPK1	protein	taxon:9606	20160409	InterPro		
GO:0052726	UniProtKB	G3V3C0	ITPK1		GO_REF:0000002	IEA	InterPro:IPR008656	F	Inositol-tetrakisphosphate 1-kinase	G3V3C0_HUMAN|ITPK1	protein	taxon:9606	20160409	InterPro		
GO:0001671	UniProtKB	G3V3W9	AHSA1		GO_REF:0000002	IEA	InterPro:IPR015310	F	Activator of 90 kDa heat shock protein ATPase homolog 1	G3V3W9_HUMAN|AHSA1	protein	taxon:9606	20160409	InterPro		
GO:0034316	UniProtKB	G3V3X4	GMFB		GO_REF:0000002	IEA	InterPro:IPR011171	P	Glia maturation factor beta	G3V3X4_HUMAN|GMFB	protein	taxon:9606	20160409	InterPro		
GO:0071933	UniProtKB	G3V3X4	GMFB		GO_REF:0000002	IEA	InterPro:IPR011171	F	Glia maturation factor beta	G3V3X4_HUMAN|GMFB	protein	taxon:9606	20160409	InterPro		
GO:0006605	UniProtKB	G3V4A4	TOMM20L		GO_REF:0000002	IEA	InterPro:IPR002056	P	TOMM20-like protein 1	G3V4A4_HUMAN|TOMM20L	protein	taxon:9606	20160409	InterPro		
GO:0045089	UniProtKB	G3V4C4	COCH		GO_REF:0000002	IEA	InterPro:IPR030743	P	Cochlin	G3V4C4_HUMAN|COCH	protein	taxon:9606	20160409	InterPro		
GO:0004980	UniProtKB	G3V4F0	MC1R		GO_REF:0000104	IEA	UniRule:RU361244	F	Melanocyte-stimulating hormone receptor	G3V4F0_HUMAN|MC1R	protein	taxon:9606	20160409	UniProt		
GO:0070971	UniProtKB	G3V4M1	MIA2		GO_REF:0000002	IEA	InterPro:IPR029782	C	Melanoma inhibitory activity protein 2	G3V4M1_HUMAN|MIA2	protein	taxon:9606	20160409	InterPro		
GO:0005850	UniProtKB	G3V4T5	EIF2S1		GO_REF:0000002	IEA	InterPro:IPR011488	C	Eukaryotic translation initiation factor 2 subunit 1	G3V4T5_HUMAN|EIF2S1	protein	taxon:9606	20160409	InterPro		
GO:0006493	UniProtKB	G3V4X9	POMT2		GO_REF:0000002	IEA	InterPro:IPR003342	P	Protein O-mannosyl-transferase 2	G3V4X9_HUMAN|POMT2	protein	taxon:9606	20160409	InterPro		
GO:0004947	UniProtKB	G3V4Y2	BDKRB1		GO_REF:0000002	IEA	InterPro:IPR000496|InterPro:IPR001186	F	B1 bradykinin receptor	G3V4Y2_HUMAN|BDKRB1	protein	taxon:9606	20160409	InterPro		
GO:0004491	UniProtKB	G3V4Z4	ALDH6A1		GO_REF:0000002	IEA	InterPro:IPR010061	F	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial	G3V4Z4_HUMAN|ALDH6A1	protein	taxon:9606	20160409	InterPro		
GO:0004731	UniProtKB	G3V5M2	PNP		GO_REF:0000002	IEA	InterPro:IPR011268	F	Purine nucleoside phosphorylase	G3V5M2_HUMAN|PNP	protein	taxon:9606	20160409	InterPro		
GO:0030284	UniProtKB	G3V5S2	ESR2		GO_REF:0000002	IEA	InterPro:IPR028355	F	Estrogen receptor beta	G3V5S2_HUMAN|ESR2	protein	taxon:9606	20160409	InterPro		
GO:0030520	UniProtKB	G3V5S2	ESR2		GO_REF:0000002	IEA	InterPro:IPR028355	P	Estrogen receptor beta	G3V5S2_HUMAN|ESR2	protein	taxon:9606	20160409	InterPro		
GO:0070176	UniProtKB	G3V5T8	LIN52		GO_REF:0000002	IEA	InterPro:IPR018737	C	Protein lin-52 homolog	G3V5T8_HUMAN|LIN52	protein	taxon:9606	20160409	InterPro		
GO:0005773	UniProtKB	G3XAK1	MST1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000035211	C	Hepatocyte growth factor-like protein	G3XAK1_HUMAN|MST1|hCG_2001992	protein	taxon:9606	20160409	Ensembl		
GO:0010758	UniProtKB	G3XAK1	MST1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000035211	P	Hepatocyte growth factor-like protein	G3XAK1_HUMAN|MST1|hCG_2001992	protein	taxon:9606	20160409	Ensembl		
GO:0046425	UniProtKB	G3XAK1	MST1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000035211	P	Hepatocyte growth factor-like protein	G3XAK1_HUMAN|MST1|hCG_2001992	protein	taxon:9606	20160409	Ensembl		
GO:0060763	UniProtKB	G3XAK1	MST1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000035211	P	Hepatocyte growth factor-like protein	G3XAK1_HUMAN|MST1|hCG_2001992	protein	taxon:9606	20160409	Ensembl		
GO:1904036	UniProtKB	G3XAK1	MST1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000035211	P	Hepatocyte growth factor-like protein	G3XAK1_HUMAN|MST1|hCG_2001992	protein	taxon:9606	20160409	Ensembl		
GO:0015377	UniProtKB	G3XAL9	SLC12A2		GO_REF:0000002	IEA	InterPro:IPR004842	F	Solute carrier family 12 (Sodium/potassium/chloride transporters), member 2, isoform CRA_a	G3XAL9_HUMAN|SLC12A2|hCG_27034	protein	taxon:9606	20160409	InterPro		
GO:0009987	UniProtKB	G5E9I4	BRMS1		GO_REF:0000019	IEA	Ensembl:ENSMUSP00000112266	P	Breast cancer metastasis suppressor 1, isoform CRA_c	G5E9I4_HUMAN|BRMS1|hCG_20309	protein	taxon:9606	20160409	Ensembl		
GO:0005093	UniProtKB	G5E9U5	GDI1		GO_REF:0000002	IEA	InterPro:IPR000806	F	GDP dissociation inhibitor 1, isoform CRA_a	G5E9U5_HUMAN|GDI1|hCG_2039440	protein	taxon:9606	20160409	InterPro		
GO:0008280	UniProtKB	G8JLG1	SMC1A		GO_REF:0000002	IEA	InterPro:IPR029683	C	Structural maintenance of chromosomes protein	G8JLG1_HUMAN|SMC1A	protein	taxon:9606	20160409	InterPro		
GO:0043589	UniProtKB	G8JLG2	CDSN		GO_REF:0000002	IEA	InterPro:IPR026087	P	Corneodesmosin	G8JLG2_HUMAN|CDSN	protein	taxon:9606	20160409	InterPro		
GO:0072383	UniProtKB	H0Y307	KIF13A		GO_REF:0000002	IEA	InterPro:IPR032923	P	Kinesin-like protein KIF13A	H0Y307_HUMAN|KIF13A	protein	taxon:9606	20160409	InterPro		
GO:0009166	UniProtKB	H0Y3X5	NT5E		GO_REF:0000002	IEA	InterPro:IPR006179|InterPro:IPR008334	P	5'-nucleotidase	H0Y3X5_HUMAN|NT5E	protein	taxon:9606	20160409	InterPro		
GO:0004920	UniProtKB	H0Y3Z8	H0Y3Z8		GO_REF:0000033	IBA	PANTHER:PTN001074511	F	Uncharacterized protein	H0Y3Z8_HUMAN	protein	taxon:9606	20140730	GO_Central		
GO:0004483	UniProtKB	H0Y4T0	CMTR1		GO_REF:0000002	IEA	InterPro:IPR030376	F	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	H0Y4T0_HUMAN|CMTR1	protein	taxon:9606	20160409	InterPro		
GO:0006370	UniProtKB	H0Y4T0	CMTR1		GO_REF:0000002	IEA	InterPro:IPR030376	P	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	H0Y4T0_HUMAN|CMTR1	protein	taxon:9606	20160409	InterPro		
GO:0016844	UniProtKB	H0Y512	APMAP		GO_REF:0000002	IEA	InterPro:IPR004141|InterPro:IPR018119	F	Adipocyte plasma membrane-associated protein	H0Y512_HUMAN|APMAP	protein	taxon:9606	20160409	InterPro		
GO:0015882	UniProtKB	H0Y544	SLC23A2		GO_REF:0000002	IEA	InterPro:IPR029956	P	Solute carrier family 23 member 2	H0Y544_HUMAN|SLC23A2	protein	taxon:9606	20160409	InterPro		
GO:0035461	UniProtKB	H0Y544	SLC23A2		GO_REF:0000002	IEA	InterPro:IPR029956	P	Solute carrier family 23 member 2	H0Y544_HUMAN|SLC23A2	protein	taxon:9606	20160410	GOC		
GO:0070890	UniProtKB	H0Y544	SLC23A2		GO_REF:0000002	IEA	InterPro:IPR029956	F	Solute carrier family 23 member 2	H0Y544_HUMAN|SLC23A2	protein	taxon:9606	20160409	InterPro		
GO:1905039	UniProtKB	H0Y544	SLC23A2		GO_REF:0000002	IEA	InterPro:IPR029956	P	Solute carrier family 23 member 2	H0Y544_HUMAN|SLC23A2	protein	taxon:9606	20160410	GOC		
GO:0038062	UniProtKB	H0Y570	DDR2		GO_REF:0000002	IEA	InterPro:IPR029553	F	Discoidin domain-containing receptor 2	H0Y570_HUMAN|DDR2	protein	taxon:9606	20160409	InterPro		
GO:0038063	UniProtKB	H0Y570	DDR2		GO_REF:0000002	IEA	InterPro:IPR029553	P	Discoidin domain-containing receptor 2	H0Y570_HUMAN|DDR2	protein	taxon:9606	20160410	GOC		
GO:0004853	UniProtKB	H0Y5R6	UROD		GO_REF:0000002	IEA	InterPro:IPR000257	F	Uroporphyrinogen decarboxylase	H0Y5R6_HUMAN|UROD	protein	taxon:9606	20160409	InterPro		
GO:0003883	UniProtKB	H0Y5S6	CTPS2		GO_REF:0000002	IEA	InterPro:IPR004468	F	CTP synthase 2	H0Y5S6_HUMAN|CTPS2	protein	taxon:9606	20160409	InterPro		
GO:0050767	UniProtKB	H0Y668	TNR		GO_REF:0000002	IEA	InterPro:IPR033079	P	Tenascin-R	H0Y668_HUMAN|TNR	protein	taxon:9606	20160409	InterPro		
GO:0004047	UniProtKB	H0Y695	AMT		GO_REF:0000003	IEA	EC:2.1.2.10	F	Aminomethyltransferase	H0Y695_HUMAN|AMT	protein	taxon:9606	20160409	UniProt		
GO:0006546	UniProtKB	H0Y695	AMT		GO_REF:0000002	IEA	InterPro:IPR006223	P	Aminomethyltransferase	H0Y695_HUMAN|AMT	protein	taxon:9606	20160409	InterPro		
GO:0003870	UniProtKB	H0Y6R3	ALAS2		GO_REF:0000002	IEA	InterPro:IPR015118	F	5-aminolevulinate synthase, erythroid-specific, mitochondrial	H0Y6R3_HUMAN|ALAS2	protein	taxon:9606	20160409	InterPro		
GO:0006778	UniProtKB	H0Y6R3	ALAS2		GO_REF:0000002	IEA	InterPro:IPR015118	P	5-aminolevulinate synthase, erythroid-specific, mitochondrial	H0Y6R3_HUMAN|ALAS2	protein	taxon:9606	20160409	InterPro		
GO:0016433	UniProtKB	H0Y6Y0	C7orf60		GO_REF:0000002	IEA	InterPro:IPR021867	F	Probable methyltransferase BTM2 homolog	H0Y6Y0_HUMAN|C7orf60	protein	taxon:9606	20160409	InterPro		
GO:0009451	UniProtKB	H0Y721	CDK5RAP1		GO_REF:0000002	IEA	InterPro:IPR013848	P	CDK5 regulatory subunit-associated protein 1	H0Y721_HUMAN|CDK5RAP1	protein	taxon:9606	20160409	InterPro		
GO:0048255	UniProtKB	H0Y763	VIP		GO_REF:0000024	ISS	UniProtKB:P45644:PRO_0000011484	P	VIP peptides	H0Y763_HUMAN|VIP	protein	taxon:9606	20141216	AgBase		
GO:0070459	UniProtKB	H0Y763	VIP		GO_REF:0000024	ISS	UniProtKB:P45644:PRO_0000011484	P	VIP peptides	H0Y763_HUMAN|VIP	protein	taxon:9606	20141216	AgBase		
GO:0002224	UniProtKB	H0Y858	H0Y858		GO_REF:0000033	IBA	PANTHER:PTN000690193	P	Uncharacterized protein	H0Y858_HUMAN	protein	taxon:9606	20150923	GO_Central		
GO:0034162	UniProtKB	H0Y858	H0Y858		GO_REF:0000002	IEA	InterPro:IPR027181	P	Uncharacterized protein	H0Y858_HUMAN	protein	taxon:9606	20160409	InterPro		
GO:0071704	UniProtKB	H0Y8I3	PGM3		GO_REF:0000002	IEA	InterPro:IPR005843	P	Phosphoacetylglucosamine mutase	H0Y8I3_HUMAN|PGM3	protein	taxon:9606	20160409	InterPro		
GO:0019237	UniProtKB	H0Y8J2	CENPC		GO_REF:0000002	IEA	InterPro:IPR028386	F	Centromere protein C	H0Y8J2_HUMAN|CENPC	protein	taxon:9606	20160409	InterPro		
GO:0009159	UniProtKB	H0Y8X4	DNPH1		GO_REF:0000002	IEA	InterPro:IPR007710|InterPro:IPR028607	P	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	H0Y8X4_HUMAN|DNPH1	protein	taxon:9606	20160409	InterPro		
GO:0050144	UniProtKB	H0Y8X4	DNPH1		GO_REF:0000002	IEA	InterPro:IPR007710	F	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	H0Y8X4_HUMAN|DNPH1	protein	taxon:9606	20160409	InterPro		
GO:0070694	UniProtKB	H0Y8X4	DNPH1		GO_REF:0000002	IEA	InterPro:IPR007710|InterPro:IPR028607	F	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	H0Y8X4_HUMAN|DNPH1	protein	taxon:9606	20160409	InterPro		
GO:0034315	UniProtKB	H0Y8Y4	AP1AR		GO_REF:0000002	IEA	InterPro:IPR031483	P	AP-1 complex-associated regulatory protein	H0Y8Y4_HUMAN|AP1AR	protein	taxon:9606	20160409	InterPro		
GO:0035650	UniProtKB	H0Y8Y4	AP1AR		GO_REF:0000002	IEA	InterPro:IPR031483	F	AP-1 complex-associated regulatory protein	H0Y8Y4_HUMAN|AP1AR	protein	taxon:9606	20160409	InterPro		
GO:0048203	UniProtKB	H0Y8Y4	AP1AR		GO_REF:0000002	IEA	InterPro:IPR031483	P	AP-1 complex-associated regulatory protein	H0Y8Y4_HUMAN|AP1AR	protein	taxon:9606	20160409	InterPro		
GO:1900025	UniProtKB	H0Y8Y4	AP1AR		GO_REF:0000002	IEA	InterPro:IPR031483	P	AP-1 complex-associated regulatory protein	H0Y8Y4_HUMAN|AP1AR	protein	taxon:9606	20160409	InterPro		
GO:2000146	UniProtKB	H0Y8Y4	AP1AR		GO_REF:0000002	IEA	InterPro:IPR031483	P	AP-1 complex-associated regulatory protein	H0Y8Y4_HUMAN|AP1AR	protein	taxon:9606	20160409	InterPro		
GO:0016785	UniProtKB	H0Y9D2	SEPSECS		GO_REF:0000002	IEA	InterPro:IPR019872	F	O-phosphoseryl-tRNA(Sec) selenium transferase	H0Y9D2_HUMAN|SEPSECS	protein	taxon:9606	20160409	InterPro		
GO:0097056	UniProtKB	H0Y9D2	SEPSECS		GO_REF:0000002	IEA	InterPro:IPR019872	P	O-phosphoseryl-tRNA(Sec) selenium transferase	H0Y9D2_HUMAN|SEPSECS	protein	taxon:9606	20160409	InterPro		
GO:0005161	UniProtKB	H0Y9N2	PDGFC		GO_REF:0000002	IEA	InterPro:IPR029817	F	Platelet-derived growth factor C	H0Y9N2_HUMAN|PDGFC	protein	taxon:9606	20160409	InterPro		
GO:0048008	UniProtKB	H0Y9N2	PDGFC		GO_REF:0000002	IEA	InterPro:IPR029817	P	Platelet-derived growth factor C	H0Y9N2_HUMAN|PDGFC	protein	taxon:9606	20160409	InterPro		
GO:0005663	UniProtKB	H0Y9P8	RFC1		GO_REF:0000002	IEA	InterPro:IPR013725	C	Replication factor C subunit 1	H0Y9P8_HUMAN|RFC1	protein	taxon:9606	20160409	InterPro		
GO:0008124	UniProtKB	H0YA52	PCBD2		GO_REF:0000002	IEA	InterPro:IPR001533	F	Pterin-4-alpha-carbinolamine dehydratase 2	H0YA52_HUMAN|PCBD2	protein	taxon:9606	20160409	InterPro		
GO:0004563	UniProtKB	H0YA83	HEXB		GO_REF:0000002	IEA	InterPro:IPR025705	F	Beta-hexosaminidase subunit beta	H0YA83_HUMAN|HEXB	protein	taxon:9606	20160409	InterPro		
GO:0030914	UniProtKB	H0YAT6	ATXN7		GO_REF:0000002	IEA	InterPro:IPR030706	C	Ataxin-7	H0YAT6_HUMAN|ATXN7	protein	taxon:9606	20160409	InterPro		
GO:0042035	UniProtKB	H0YCG3	H0YCG3		GO_REF:0000033	IBA	PANTHER:PTN000800946	P	Uncharacterized protein	H0YCG3_HUMAN	protein	taxon:9606	20150312	GO_Central		
GO:0003726	UniProtKB	H0YCK3	ADAR		GO_REF:0000002	IEA	InterPro:IPR000607	F	Double-stranded RNA-specific adenosine deaminase	H0YCK3_HUMAN|ADAR	protein	taxon:9606	20160409	InterPro		
GO:0000737	UniProtKB	H0YCK9	SPO11		GO_REF:0000002	IEA	InterPro:IPR002815	P	Meiotic recombination protein SPO11	H0YCK9_HUMAN|SPO11	protein	taxon:9606	20160409	InterPro		
GO:0098609	UniProtKB	H0YCM7	ELMO2		GO_REF:0000002	IEA	InterPro:IPR030713	P	Engulfment and cell motility protein 2	H0YCM7_HUMAN|ELMO2	protein	taxon:9606	20160409	InterPro		
GO:0031213	UniProtKB	H0YCN2	RSF1		GO_REF:0000002	IEA	InterPro:IPR028938	C	Remodeling and spacing factor 1	H0YCN2_HUMAN|RSF1	protein	taxon:9606	20160409	InterPro		
GO:0004748	UniProtKB	H0YCY7	RRM1		GO_REF:0000003	IEA	EC:1.17.4.1	F	Ribonucleoside-diphosphate reductase	H0YCY7_HUMAN|RRM1	protein	taxon:9606	20160409	UniProt		
GO:0033674	UniProtKB	H0YD90	CD44		PMID:11084024	IDA		P	CD44 antigen	H0YD90_HUMAN|CD44	protein	taxon:9606	20130409	CACAO		
GO:0097546	UniProtKB	H0YDI0	CEP126		GO_REF:0000002	IEA	InterPro:IPR028257	C	Centrosomal protein of 126 kDa	H0YDI0_HUMAN|CEP126	protein	taxon:9606	20160409	InterPro		
GO:0032793	UniProtKB	H0YDQ8	CRTC2		GO_REF:0000002	IEA	InterPro:IPR024786	P	CREB-regulated transcription coactivator 2	H0YDQ8_HUMAN|CRTC2	protein	taxon:9606	20160409	InterPro		
GO:0030151	UniProtKB	H0YDX4	MARC1		GO_REF:0000002	IEA	InterPro:IPR005302	F	Mitochondrial amidoxime-reducing component 1	H0YDX4_HUMAN|MARC1	protein	taxon:9606	20160409	InterPro		
GO:0006147	UniProtKB	H0YDZ7	GDA		GO_REF:0000002	IEA	InterPro:IPR014311	P	Guanine deaminase	H0YDZ7_HUMAN|GDA	protein	taxon:9606	20160409	InterPro		
